options,'options'," ""option's""", 'potions', 'option', 'opt ions', 'opt-ions', 'portions'," ""potion's""", 'adoptions'," ""portion's"""," ""adoption's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lines,'lines', 'liens'," ""line's""", 'liners', 'linens', 'kines', 'limes', 'lined', 'Ines', 'lies', 'line'," ""Lin's""", 'Linus', 'lanes', 'lings'," ""liner's""", 'lingers', 'lioness', 'loners', 'lens', 'lions', 'loins', 'liner', 'links', 'lints', 'Hines', 'dines', 'fines'," ""lien's""", 'likes', 'linen', 'lives', 'mines', 'nines', 'pines', 'sines', 'tines', 'vines', 'wines', 'zines', 'lingoes'," ""Lane's"""," ""Lina's"""," ""Lon's"""," ""lane's"""," ""ling's"""," ""lion's"""," ""loin's"""," ""loner's"""," ""LAN's"""," ""Len's"""," ""lime's"""," ""Lie's"""," ""Luna's"""," ""Lynne's"""," ""lie's"""," ""Aline's"""," ""Cline's"""," ""Kline's"""," ""linen's"""," ""Lind's"""," ""link's"""," ""lint's"""," ""Linus's"""," ""fine's"""," ""life's"""," ""like's"""," ""lingo's"""," ""mine's"""," ""nine's"""," ""pine's"""," ""sine's"""," ""tine's"""," ""vine's"""," ""wine's"""," ""Lana's"""," ""Lena's"""," ""Leno's"""," ""Lynn's"""," ""lens's""",,,,,,,,,,,,,,,,,,,,
gl,general ledger,guiding light, 'gel', 'LG', 'lg', 'FL', 'Gk', 'fl', 'G', 'L', 'g', 'l', 'Cl', 'cl', 'kl', 'Gale', 'Gila', 'gala', 'gale', 'GA', 'GE', 'GI', 'GU', 'Ga', 'Ge', 'LL', 'go', 'll', 'AL', 'Al', 'GB', 'GM', 'GP', 'Gd', 'Gr', 'IL', 'Pl', 'Tl', 'UL', 'XL', 'bl', 'gm', 'gr', 'gs', 'gt', 'ml', 'pl', 'Gael', 'Gail', 'Gall', 'Gaul', 'Gill', 'gall', 'gill', 'girl', 'glee', 'glow', 'glue', 'goal', 'gull', 'COL', 'Cal', 'Col', 'Jul', 'cal', 'col'," ""G's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glarray,'glare', 'Garry', 'Larry', 'Clara', 'glory', 'Gloria', 'gallery', 'glares', 'Clare', 'Gary', 'Gray', 'Lara', 'gray', 'glared', 'galore', 'Gerry', 'Laura', 'carry', 'lorry'," ""glare's""", 'Guerra', 'quarry'," ""Clara's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffer,'buffer', 'bluffer', 'buffers', 'buffet', 'buffed', 'duffer', 'puffer', 'suffer', 'buff', 'Buffy', 'buff er', 'buff-er', 'biff', 'BFF'," ""buffer's""", 'baffler', 'buffs'," ""buff's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
attrib, 'attribute', 'Atari', 'Atria', 'atria', 'attiring', 'tribe', 'atrial', 'atrium', 'attribute', 'attired', 'attires', 'Arab'," ""Atari's""", 'uteri'," ""attire's"""," ""Atria's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
components,'components'," ""component's""", 'component',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vbo,vertex buffer object, 'BO', 'VBA', 'HBO', 'Ibo', 'vibe', 'Bob', 'bob', 'cob', 'verb', 'OB', 'Ob', 'ob', 'BB', 'Bi', 'VI', 'VOA', 'bi', 'bio', 'boa', 'boo', 'bow', 'boy', 'vi', 'vow', 'vol', 'B', 'V', 'b', 'v', 'DOB', 'Job', 'Rob', 'SOB', 'dob', 'fob', 'gob', 'hob', 'job', 'lob', 'mob', 'nob', 'rob', 'sob', 'yob', 'Web', 'web', 'BA', 'Ba', 'Be', 'VA', 'Va', 'Yb', 'be', 'bu', 'by'," ""VBA's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
camelized,'caramelized', 'canalized', 'comeliest', 'caramelised', 'canalised', 'camels', 'Camelots', 'camellias', 'catalyzed'," ""Camel's""", 'Camelot'," ""camel's"""," ""Camelot's"""," ""camellia's"""," ""Camille's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
process,'process'," ""process's""", 'prices', 'profess', 'prowess', 'processor'," ""Price's"""," ""price's""", 'prises'," ""prose's""", 'processes', 'precis', 'press', 'processed'," ""precis's""", 'reprocess'," ""proceeds's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shotter,'shorter', 'hotter', 'shatter', 'shooter', 'shouter', 'shutter', 'shittier', 'spotter', 'chatter',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variables,'variables'," ""variable's""", 'variable', 'valuables', 'variably', 'parables'," ""valuable's"""," ""parable's""", 'warbles'," ""warble's"""," ""Grable's"""," ""Maribel's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shots,'shots', 'shits', 'shoats', 'shoots', 'shorts'," ""shot's""", 'shouts', 'hots', 'shot', 'sots', 'shuts'," ""Short's""", 'shirts'," ""shit's"""," ""shoat's"""," ""shoot's"""," ""short's"""," ""shout's""", 'shoes', 'shoos', 'shows', 'shops', 'chits', 'sheets', 'Scots', 'slots', 'snots', 'spots', 'swots'," ""shirt's"""," ""shorty's""", 'chats', 'shads', 'sheds'," ""chit's"""," ""sheet's"""," ""sot's"""," ""shoe's"""," ""show's"""," ""shop's"""," ""soot's"""," ""chat's"""," ""shad's"""," ""shed's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instanceof,'instance of', 'instance-of', 'instanced', 'instance', 'instances'," ""instance's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ams,agricultural marketing servive," ""Am's""", 'Amos', 'aims', 'arms', 'mas', 'ABMs', 'AMA', 'alms', 'amps', 'AMD', 'ans', 'AM', 'Am', 'As', 'MS', 'Ms', 'am', 'as', 'ms', 'ems', 'oms'," ""aim's""", 'amuse'," ""arm's""", 'RAMs', 'cams', 'dams', 'hams', 'jams', 'lams', 'mams', 'rams', 'tams', 'yams'," ""A's""", 'AIs', 'AWS', 'Amy', 'ass', 'ABS', 'Ats', 'FMs', 'HMS', 'PMS', 'PMs', 'abs', 'ads', 'amp', 'amt'," ""Amy's""", 'amass', 'amiss', 'Imus'," ""em's""", 'emos', 'emus'," ""om's""", 'ohms'," ""ABM's"""," ""ATM's"""," ""Sm's"""," ""ammo's"""," ""army's"""," ""M's"""," ""MA's"""," ""ma's"""," ""AMD's"""," ""amp's"""," ""Amie's"""," ""Amos's"""," ""Amur's"""," ""Ham's"""," ""Nam's"""," ""Pam's"""," ""RAM's"""," ""SAM's"""," ""Sam's"""," ""cam's"""," ""dam's"""," ""ham's"""," ""jam's"""," ""lam's"""," ""ram's"""," ""tam's"""," ""yam's"""," ""AI's"""," ""Ar's"""," ""As's"""," ""Au's"""," ""Wm's"""," ""AB's"""," ""AC's"""," ""AD's"""," ""AP's"""," ""AZ's"""," ""Ac's"""," ""Ag's"""," ""Al's"""," ""At's"""
user,'user', 'users', 'use', 'usher', 'USSR', 'used', 'uses', 'US', 'us', 'osier', 'ESE', 'USA', 'USO', 'USS', 'usu', 'issuer'," ""US's""", 'us er', 'us-er', 'Es', 'es', 'ushers', 'ESR', 'Sue'," ""U's""", 'Ursa', 'is', 'sue', 'UAR', 'sear', 'see', 'seer', 'Oise', 'ER', 'Er', 'SE', 'Se', 'Ur', 'er', 'ouster'," ""user's""", 'usurer', 'Suez', 'busier', 'nurser', 'purser', 'sues', 'Ester', 'aster', 'ester', 'ulcer'," ""use's""", 'usurp', 'usury', 'As', 'OS', 'Os', 'as', 'easier', 'Duse', 'Muse', 'SUSE', 'fuse', 'muse', 'ruse', 'SSE', 'Sir', 'USB', 'USN', 'USP', 'sea', 'sew', 'sir', 'Erse', 'abuser', 'arse', 'ease', 'Mauser', 'causer', 'mouser'," ""I's"""," ""e'er"""," ""o'er"""," ""Ur's"""," ""usher's"""," ""Au's"""," ""Er's"""," ""Eu's"""," ""Sue's"""," ""E's"""," ""A's"""," ""O's""",,,,,,,,
system,'system', 'systems', 'stem'," ""system's""", 'systemic', 'sister', 'steam', 'systole', 'cyst', 'sesame',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fields,'Fields', 'fields'," ""field's""", 'field'," ""Fields's""", 'folds', 'fiends', 'wields', 'yields', 'fielders', 'felts'," ""fold's""", 'filed', 'files', 'fillets', 'fuels', 'Feds', 'feds'," ""felt's"""," ""file's""", 'filers'," ""Fidel's"""," ""fielder's""", 'fielder'," ""fuel's"""," ""fiend's"""," ""yield's""", 'feeds', 'feels', 'fells', 'feuds', 'fills'," ""feel's"""," ""fill's"""," ""Fed's"""," ""fed's"""," ""fillet's"""," ""feed's"""," ""fell's"""," ""feud's"""," ""lied's"""," ""filer's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threads,'threads'," ""thread's""", 'thread', 'treads', 'threats', 'thready', 'threaders'," ""threat's""", 'throats'," ""tread's""", 'reads'," ""threader's""", 'threader', 'threat', 'threes'," ""throat's"""," ""three's"""," ""Thad's"""," ""read's"""," ""Thoreau's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stacks,'stacks'," ""stack's""", 'sacks', 'stack', 'tacks', 'sticks', 'stocks', 'stakes', 'steaks', 'stalks', 'slacks', 'smacks', 'snacks'," ""Stark's"""," ""stick's"""," ""stock's""", 'stags', 'shacks'," ""stag's""", 'stages', 'storks'," ""steak's"""," ""sack's"""," ""tack's"""," ""stake's"""," ""stalk's"""," ""Staci's"""," ""Stacy's"""," ""slack's"""," ""smack's"""," ""snack's"""," ""sticky's"""," ""stage's"""," ""stork's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activities,'activities', 'activates'," ""activity's""", 'acclivities',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prev,previous, 'perv', 'Rev', 'rev', 'pref', 'prov', 'prove', 'prey', 'Pres', 'prep', 'pres', 'Provo', 'privy', 'Prof', 'prof',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foo,'foo', 'FPO', 'food', 'fool', 'foot', 'fop', 'goo', 'foe', 'for', 'Flo', 'fob', 'fog', 'fol', 'fro', 'boo', 'coo', 'loo', 'moo', 'poo', 'too', 'woo', 'zoo', 'F', 'f', 'fie', 'fir', 'four', 'FY', 'Fe', 'fa', 'ff', 'Fox', 'fox', 'FAA', 'Fay', 'far', 'fay', 'fee', 'fer', 'few', 'fey', 'fur', 'fwy',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transformed,'transformed', 'transformer', 'trans formed', 'trans-formed', 'transform ed', 'transform-ed', 'transformers', 'transforms', 'transform'," ""transform's"""," ""transformer's""", 'transferred',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
events,'events'," ""event's""", 'evens', 'event', 'vents'," ""even's""", 'evenest', 'even ts', 'even-ts'," ""Evert's""", 'Evans', 'ovens', 'Advents', 'advents', 'invents'," ""Evan's"""," ""oven's"""," ""seventy's"""," ""vent's"""," ""Advent's"""," ""advent's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
added,'added', 'addend', 'addled', 'dded', 'aided', 'gadded', 'padded', 'wadded', 'adder', 'eddied', 'add ed', 'add-ed', 'faded', 'addenda', 'Addie', 'addle', 'duded', 'ADD', 'add', 'adduced', 'caddied', 'dated', 'jaded', 'laded', 'waded', 'adored', 'aide', 'deed', 'died',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spaces,'spaces'," ""space's""", 'spacers', 'spaced', 'paces', 'space', 'spices'," ""spacer's""", 'spacer', 'spacey', 'spades', 'spares', 'spates', 'species'," ""spice's"""," ""Pace's"""," ""pace's"""," ""specie's"""," ""spade's"""," ""spare's"""," ""spate's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
late,'late', 'later', 'latte', 'Kate', 'Lat', 'lat', 'lathe', 'latex', 'ate', 'lade', 'lite', 'lute', 'latter', 'let', 'elate', 'plate', 'slate', 'Laue', 'lats', 'Lane', 'Nate', 'Pate', 'Tate', 'bate', 'date', 'fate', 'gate', 'hate', 'lace', 'lake', 'lame', 'lane', 'lase', 'lath', 'lave', 'laze', 'mate', 'pate', 'rate', 'sate', 'Lt', 'laity', 'lard', 'liter', 'Lot', 'lad', 'lit', 'lot', 'Leta', 'Lady', 'Laud', 'Lott', 'lady', 'laid', 'laud', 'lode'," ""Lat's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
provide,'provide', 'provider', 'provided', 'provides', 'proved', 'providers', 'pride', 'prove'," ""provider's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
error,'error', 'errors', 'terror', 'Errol', 'err', 'euro', 'arrow', 'err or', 'err-or', 'Orr', 'ere'," ""error's""", 'ERA', 'arr', 'era', 'Ebro', 'Eros', 'errs',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
projects,'projects'," ""project's""", 'project', 'protects', 'projectors'," ""projector's""", 'projector', 'rejects'," ""reject's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
depending,'depending', 'defending', 'deepening', 'spending', 'pending', 'descending', 'upending', 'dependant', 'dependent', 'appending', 'demanding', 'repenting', 'denuding', 'depend', 'denting', 'tending',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ona,online news association,open network architecture, 'ON', 'on', 'Na', 'Ana', 'Ono', 'one', 'Ian', 'an', 'Dona', 'Mona', 'Nona', 'dona', 'IN', 'In', 'in', 'own', 'Ont', 'DNA', 'Ola', 'Ora', 'RNA', 'ova', 'inn', 'eon', 'ion', 'UN', 'en', 'Anna', 'Erna', 'Ann', 'ENE', 'any', 'uni',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
depender1,'depend', 'depended', 'defender', 'deepened', 'spender', 'descender', 'depends',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
depender2,'depend', 'depended', 'defender', 'deepened', 'spender', 'descender', 'depends',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
depender3,'depend', 'depended', 'defender', 'deepened', 'spender', 'descender', 'depends',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rows,'rows', 'roes'," ""row's""", 'tows', 'row', 'Ross', 'Rose', 'rose'," ""roe's""", 'roues', 'Crows', 'brows', 'crows', 'grows', 'prows', 'trows', 'Rios', 'Rosa', 'res', 'rhos', 'rosy', 'robs', 'rods', 'rots', 'Rowe', 'bows', 'cows', 'hows', 'lows', 'mows', 'sows', 'vows', 'wows', 'rs'," ""Rio's"""," ""Roy's"""," ""raw's"""," ""rho's""", 'roars', 'rouse', 'rues'," ""R's"""," ""roue's"""," ""Ra's"""," ""Re's"""," ""Rh's"""," ""Ru's""", 'Russ', 'rays'," ""re's"""," ""Rowe's"""," ""tow's"""," ""Rae's"""," ""Rios's"""," ""rue's"""," ""Crow's"""," ""brow's"""," ""crow's"""," ""prow's"""," ""ROM's"""," ""Rob's"""," ""Rod's"""," ""Ron's"""," ""rod's"""," ""rot's"""," ""Dow's"""," ""POW's"""," ""Ross's"""," ""bow's"""," ""cow's"""," ""how's"""," ""low's"""," ""mow's"""," ""now's"""," ""roar's"""," ""sow's"""," ""vow's"""," ""wow's"""," ""Ray's"""," ""ray's""",,,,,,,,,,,,,,,,,,,,
replacements,'replacements'," ""replacement's""", 'replacement', 're placements', 're-placements', 'placements'," ""placement's""", 'emplacements'," ""emplacement's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seeks,'seeks', 'sleeks', 'seek', 'sees'," ""see's""", 'seers', 'Weeks', 'geeks', 'leeks', 'peeks', 'reeks', 'seeds', 'seems', 'seeps', 'weeks', 'Sykes', 'seekers', 'Saks', 'secs'," ""SEC's""", 'sacks'," ""sec's""", 'sicks', 'skews', 'soaks', 'socks', 'sooks', 'souks', 'sucks', 'see ks', 'see-ks', 'sieges', 'segues', 'skis', 'ekes'," ""serge's""", 'sews', 'sexes'," ""siege's"""," ""skew's""", 'sages', 'skies'," ""Zeke's""", 'pekes'," ""sake's"""," ""seeker's""", 'seeker'," ""seer's""", 'sneaks', 'speaks', 'specks', 'steaks'," ""Seiko's"""," ""geek's"""," ""leek's"""," ""peek's"""," ""reek's"""," ""sedge's"""," ""seed's"""," ""segue's""", 'sex'," ""week's"""," ""SE's"""," ""Se's"""," ""Sega's""", 'gees'," ""sack's"""," ""sage's""", 'seas'," ""soak's"""," ""sock's"""," ""sook's"""," ""suck's""", 'sues'," ""SC's"""," ""Sc's"""," ""SSE's"""," ""Sue's"""," ""sea's"""," ""sex's"""," ""Seeger's"""," ""Sergei's"""," ""ska's"""," ""ski's"""," ""sky's"""," ""skeet's"""," ""sneak's"""," ""speck's"""," ""steak's"""," ""Sykes's"""," ""Saki's"""," ""Saks's"""," ""saki's"""," ""peke's""",,,,,,
reads,'reads'," ""read's""", 'rads', 'reds', 'read', 'reeds', 'roads', 'breads', 'dreads', 'treads', 'Redis'," ""rad's""", 'raids'," ""red's""", 'ready', 'rears', 'rends', 'beads', 'heads', 'leads', 'reals', 'reams', 'reaps', 'RDS', 'readers', 'readies'," ""Reed's"""," ""Reid's"""," ""reed's"""," ""road's""", 'rats', 'rids', 'rods', 'roods'," ""raid's""", 're ads', 're-ads'," ""Rod's"""," ""bread's"""," ""dread's"""," ""rat's"""," ""rod's"""," ""tread's"""," ""reader's"""," ""rear's"""," ""Head's"""," ""Mead's"""," ""bead's"""," ""dead's"""," ""head's"""," ""lead's"""," ""mead's"""," ""real's"""," ""ream's"""," ""rood's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,'stem', 'ATM', 'ST', 'Sm', 'St', 'TM', 'Tm', 'st', 'SAM', 'Sam', 'Sta', 'Ste', 'Stu', 'sim', 'sty', 'sum', 'STD', 'std', 'steam', 'storm', 'tam', 'stamp', 'stems', 'stomp', 'strum', 'stump', 'steamy', 'stormy', 'stymie', 'SAT', 'Sat', 'Set', 'Tim', 'Tom', 'sat', 'set', 'sit', 'sot', 'tom', 'tum', 'SST', 'Soto', 'same', 'sate', 'seam', 'seem', 'semi', 'sett', 'site', 'some', 'star', 'stay', 'stew', 'stir', 'stow', 'sumo', 'Sodom', 'xterm', 'SD'," ""stem's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buf,'buff',buffer, 'Bud', 'bf', 'bud', 'bug', 'bu', 'BFF', 'Buffy', 'biff', 'bur', 'buy', 'bub', 'bum', 'bun', 'bus', 'but', 'barf', 'beef',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deleted,'deleted', 'depleted', 'deletes', 'delete', 'deluded', 'dilated', 'diluted', 'fleeted', 'sleeted', 'delegated', 'deflated', 'delinted', 'delighted', 'deeded', 'dieted',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entities,'entities', 'entitles', 'enmities'," ""entity's""", 'entries', 'unities', 'entices', 'entitle', 'identities', 'indites',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ids,'IDs', 'ids'," ""ID's""", 'ODs'," ""id's""", 'ides', 'Dis', 'dis', 'ISS', 'Ida', 'ifs', 'ID', 'id', 'is', 'AIDS', 'aids', 'ads', 'eds', 'its'," ""OD's""", 'Odis', 'odds', 'odes', 'SIDS', 'bids', 'kids', 'lids', 'rids', 'yids', 'DDS'," ""I's""", 'IDE', 'IRS', 'dds', 'iOS', 'CDs', 'INS', 'IVs', 'RDS', 'ins'," ""Ida's"""," ""aid's""", 'aides', 'ideas'," ""AD's""", 'Adas'," ""Ed's"""," ""ad's"""," ""ed's"""," ""it's""", 'adds', 'Ats'," ""AIDS's"""," ""ides's"""," ""if's"""," ""ode's"""," ""D's"""," ""I'd"""," ""UT's"""," ""Di's"""," ""Aida's"""," ""Cid's"""," ""Sid's"""," ""aide's"""," ""bid's"""," ""idea's"""," ""kid's"""," ""lid's"""," ""DD's"""," ""Io's"""," ""Ir's"""," ""Ada's"""," ""CD's"""," ""Cd's"""," ""Gd's"""," ""IQ's"""," ""IV's"""," ""In's"""," ""Ito's"""," ""MD's"""," ""Md's"""," ""Nd's"""," ""Pd's"""," ""VD's"""," ""ado's"""," ""in's"""," ""At's""",,,,,,,,,,,,,
shared,'shared', 'sheared', 'shares', 'sharked', 'sharped', 'shred', 'hared', 'shard', 'share', 'shored', 'shrewd', 'sharer', 'seared', 'shaded', 'shamed', 'shaped', 'shaved', 'soared', 'chaired', 'charred', 'sheered', 'shirred', 'scared', 'snared', 'spared', 'stared'," ""share's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
implementor,'implementer', 'implement', 'implement or', 'implement-or', 'impalement', 'implements'," ""implement's""", 'implemented'," ""impalement's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queries,'queries', 'queried', 'quarries', 'quires', 'curries', 'curies', 'juries'," ""quire's"""," ""query's""", 'queues'," ""Curie's"""," ""curie's""", 'equerries', 'cries', 'cures', 'Furies', 'aeries', 'buries', 'furies', 'series'," ""Jeri's"""," ""Keri's""", 'caries', 'curios'," ""Currier's"""," ""queue's"""," ""Erie's"""," ""Gere's"""," ""cure's"""," ""aerie's"""," ""curia's"""," ""curio's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minbufferus,'minibuses', 'coniferous', 'minibars', 'miniseries', 'maneuvers', 'manures', 'minibikes'," ""maneuver's""", 'midwiferies'," ""midwifery's""", 'interferes', 'manoeuvres'," ""manure's"""," ""minibike's""", 'misfires'," ""manoeuvre's"""," ""misfire's""", 'pinafores'," ""Niebuhr's"""," ""Winfrey's""", 'miniatures'," ""Monera's"""," ""pinafore's""", 'maneuvered'," ""Manfred's"""," ""miniature's"""," ""ministry's"""," ""Mindoro's"""," ""Minerva's"""," ""monastery's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
size2,size's, 'size', 'sizer', 'seize', 'sized', 'sizes', 'Suez'," ""Sir's"""," ""sir's"""," ""Si's""", 'SUSE', 'Sirs', 'Suzy', 'sirs'," ""sis's""", 'sis', 'side', 'sine', 'sire', 'site', 'SASE',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ascending,'ascending', 'assenting', 'sending', 'scenting', 'amending', 'reascending', 'descending', 'accenting', 'ascendant', 'appending', 'attending', 'sanding', 'ascend', 'ending', 'absenting',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bits,'bits', 'baits'," ""bit's""", 'bites', 'bots', 'buts', 'Brits', 'nits', 'bis', 'bit', 'its', 'bats', 'bets', 'bids'," ""bait's""", 'birds', 'boats', 'boots', 'bouts', 'butts', 'obits', 'BIOS', 'BLTs'," ""Bi's"""," ""bi's""", 'bias', 'bios', 'bite', 'bibs', 'bins', 'fits', 'gits', 'hits', 'kits', 'pits', 'sits', 'tits', 'wits', 'zits', 'bights'," ""bite's""", 'biters', 'Bates', 'Betsy', 'bahts'," ""bat's""", 'bates', 'beats', 'beets'," ""bet's""", 'betas'," ""bid's""", 'bides', 'bods', 'buds', 'bytes'," ""Burt's"""," ""boat's"""," ""boot's"""," ""bout's"""," ""butt's""", 'beds', 'bi ts', 'bi-ts'," ""Btu's"""," ""Brit's"""," ""Bird's"""," ""bight's"""," ""bird's"""," ""biter's"""," ""nit's"""," ""Bart's"""," ""Bert's"""," ""Bud's"""," ""baht's"""," ""beat's"""," ""beet's"""," ""bod's"""," ""bud's"""," ""it's"""," ""obit's"""," ""BLT's"""," ""bio's"""," ""Batu's"""," ""Bic's"""," ""Kit's"""," ""MIT's"""," ""beta's"""," ""bib's"""," ""bin's"""," ""biz's"""," ""byte's"""," ""fit's"""," ""hit's"""," ""kit's"""," ""pit's"""," ""tit's"""," ""wit's"""," ""zit's"""," ""bad's"""
